Bit_length,beta,gamma
56,-0.5389878820123912,0.7711069991775141
56,-0.5242592990447262,0.6943997275383585
56,-0.5568396433137869,0.7392125104944516
56,-0.6013244733153619,0.6785451606457651
56,-0.43613182612285606,0.543749192337038
56,-0.5116336818967323,0.6582328210229421
56,-0.6611114310458353,0.8410916053847677
57,-0.6046164353905908,0.8317721520381821
57,-0.612753381784781,0.8120594710660843
57,-0.3870150113140847,0.5503642822406254
57,-0.4638844247972894,0.6813970019075126
57,-0.40848378400972757,0.4963547772184005
57,-0.5408509468049393,0.8180875534501847
57,-0.5945390674439278,0.8873205940827689
57,-0.47949815316889544,0.681179333587443
57,-0.6186673926691364,0.7995331353914831
57,-0.6332847452276718,0.8498082759941379
58,-0.45271953027740414,0.6850000295421869
58,-0.5552239118400871,0.9100028664709912
58,-0.5723236721598796,0.6957849351515589
58,-0.4070469219530382,0.6078884043091611
58,-0.4880187571962485,0.7249360990297463
58,-0.5550306417982569,0.6905081982886592
58,-0.4819740241945927,0.6836259644703988
58,0.45019523889039176,-0.7053943031978859
58,-0.5657862591847511,0.8591189291786326
58,-0.5668358414563013,0.8560309851002379
59,-0.53987608537909,0.7371034423491779
59,-0.5057135987931005,0.659547448816524
59,-0.47717201061879017,0.7652487812549557
59,0.43974898228707315,-0.5417495508967128
59,-0.5045559904824216,0.7903368661336699
59,-0.42703032613057473,0.6061867026004052
59,-0.42995251668277906,0.5732803790828546
59,-0.6044980737505656,0.7942435240963208
59,-0.6078532703310782,0.7139448758090969
59,-0.653002668180839,0.8142178004046786
60,-0.5216061162339973,0.6818560960416853
60,-0.4386768519925128,0.7278377770048149
60,-0.482589673145311,0.6848381118046667
60,-0.5272203541425531,0.6498454661631663
60,-0.5769983951702445,0.8223404932254319
60,0.3852293824288599,-0.4390092318298709
60,-0.5047650364967035,0.754011925700784
60,-0.494563020640766,0.6074078041759414
60,-0.45600135762507654,0.6659197150481342
60,-0.45369338899054,0.7689508570460878
61,-0.464031804822086,0.548747770389165
61,-0.43423480923548285,0.5924472700442409
61,-0.4970386883515451,0.7035213523147256
61,-0.4289977327195456,0.5748975562734593
61,-0.5825272608590784,0.7516498846545872
61,-0.6352975205766637,0.8511838786070753
61,-0.5089178422097435,0.6434101968227597
61,0.5183654226441132,-0.7873874374565043
61,-0.5080802567598697,0.756055059314314
61,-0.47697820712026556,0.8334712822055831
62,-0.50661029737068,0.7474031205116533
62,-0.5622426814627927,0.8933064145295799
62,-0.48178253365367735,0.6262145840448133
62,-0.6169783523339941,0.8040789791085988
62,-0.563522418218729,0.7740813952580899
62,-0.6004227855630611,0.74015015459027
62,-0.46792890938070253,0.5497440732152128
62,-0.5222161121752851,0.6054593255846314
62,-0.399839916355009,0.4590858398459257
62,-0.47333114094263956,0.6341673130361257
63,-0.5770356373456574,0.8152047799768692
63,-0.486164063122918,0.6631543355957579
63,-0.41008404475028165,0.44834078537259003
63,-0.506245503801058,0.7060745436660564
63,0.4797461956804827,-0.5888112223435991
63,-0.3804075546447122,0.491842666716404
63,-0.4848212992598052,0.7032932893463459
63,-0.4326953413854417,0.6445554656458484
63,-0.5600317906483655,0.702579509661883
63,-0.5181714801957841,0.7647352827208114
64,-0.4336107547496066,0.6248714134784665
64,-0.5674408635017358,0.7702387262319603
64,-0.47767725175753767,0.785459815302602
64,-0.5869409539284601,0.8060344268364784
64,-0.4523914759417605,0.548017115166773
64,-0.5825185758131188,0.7740337165527117
64,-0.41611995942969754,0.5653442198119254
64,-0.5786754806640404,0.8268735568499402
64,-0.44608982059253116,0.6615973061686498
64,-0.5154771857740852,0.8190427449006263
